Word,Abbreviation,Alt Abbreviation,Prime,Modifier -1,Modifier -2,Class,Definition,Create Date
Identity,ID,,,X,X,,,
Idle,IDLE,,,,,,,
If,IF,,,,,,,
Ignition,IGN,,,,,,,
Ignore,IGNOR,,,,,,,
Illinois,IL,,,,,,,
Image,IMG,IMG,,X,X,,,
Imagination,IMGN,,,,,,,
Imaging,IMG,,,,,,,
Imbalance,IMBAL,,,,,,,
Immaculate,IMCLT,,,,,,,
Immediate,IMMED,,,,,,,
Immigration,IMGRT,,,,,,,
Impact,IMPCT,,,,,,,
Impaired,IMPRD,,,,,,,
Impediment,IMPED,,,,,,,
Imperial,IMPRL,,,,,,,
Implement,IMPL,,,,,,,
Implementation,IMPL,,,,,,,
Import,IMP,IMP,,X,X,,Import - the verb.,
Importation,IMPTN,,,,,,,
Imported,IMPTD,,,,,,,
Importer,IMPTR,,,,,,,
Importing,IMPTG,,,,,,,
Impossible,IMPOS,,,,,,,
Impression,IMP,IMP,,X,X,,"In the web world, a user view",
Imprint,IMPRT,,,,,,,
Imprinter,IMPRT,,,,,,,
Improvement,IMPRV,,,,,,,
Inactive,INATV,,,,,,,
Inbound,INBOUND,INB,,X,,,,
Incarnation,INCRN,,,,,,,
Incentive,INCTV,,,,,,,
Inception,INCPT,,,,,,,
Inch,IN,,,,,,,
Include,INCL,INCL,,X,X,,,
Included,INCL,INCL,,X,X,,,
Includes,INCL,,,,,,,
Inclusion,INCL,,,,,,,
Inclusive,INCL,,,,,,,
Income,INCOME,INC,,X,X,,,
Incomplete,INCMPL,INCMPL,,X,X,,Not complete.,
Incorporated,INC,,,,,,,
Incorporation,INC,,,,,,,
Increase,INC,INC,,X,X,,,
Increasing,INCR,,,,,,,
Increment,INCRM,,,,,,,
Incremental,INCRM,,,,,,,
Indemnity,INDMY,,,,,,,
Independence,INDEP,,,,,,,
Independent,INDEP,,,,,,,
Index,NDX,NDX,,X,X,,,
Indian,INDN,,,,,,,
Indiana,IN,,,,,,,
Indicate,IND,,,,,,,
Indicated,IND,,,,,,,
Indication,IND,,,,,,,
Indicative,IND,,,,,,,
Indicator,IND,IND,,,,X,"A Boolean expression limited to three possible conditions (1 for True; 0 for False; Null for unknown). If there is more than 3 options, then use classword 'CD' instead.",
Indicators,IND,,,,,,,
Indirect,INDIR,,,,,,,
Individual,INDIV,INDIV,,X,X,,,
Industrial,INDUS,,,,,,,
Industry,INDUS,,,,,,,
Infant,INFNT,,,,,,,
Infirm,INFRM,,,,,,,
Infirmary,INFRM,,,,,,,
Inform,INF,,,,,,,
Information,INFO,,,,,,,
Ingredient,INGRD,,,,,,,
Inhibitor,INHIB,,,,,,,
Initial,INIT,,,,,,,
Initial(S),INIT,INIT,,X,X, ,The first letter of a name or any part of name _ first; last; middle; or all initials.  Use NM as classword instead. E.g. CUST_INIT_NM,
Initialization,INIT,,,,,,,
Initialize,INIT,,,,,,,
Initials,INIT,,,,,,,
Initiate,INITE,,,,,,,
Initiated,INIT,INIT,,X,,,Transaction Initiation,
Initiating,INIT,INIT,,X,X,,Derivative of the verb.,
Initiation,INITN,,,,,,,
Initiator,INITR,,,,,,,
Inject,INJT,,,,,,,
Injectable,INJTB,,,,,,,
Injected,INJT,,,,,,,
Injection,INJT,,,,,,,
Injury,INJRY,,,,,,,
Inland,INLND,,,,,,,
Inlet,INLET,,,,,,,
Inner,INNR,,,,,,,
Innkeeper,INKPR,,,,,,,
Innocent,INCNT,,,,,,,
Innovation,INVTN,,,,,,,
Innovative,INVTV,,,,,,,
Input,INPUT,,,,,,,
Inquire,INQ,,,,,,,
Inquiry,INQ,,,,,,,
Inquisitive,INQTV,,,,,,,
Inscription,INSCR,,,,,,,
Insecure,INSEC,,,,,,,
Insert,ISRT,,,,,,,
Insertable,ISRT,,,,,,,
Inserted,ISRT,,,,,,,
Insertion,ISRT,,,,,,,
Inside,INSD,,,,,,,
Inspect,INSP,,,,,,,
Inspection,INSPN,,,,,,,
Inspector,INSP,,,,,,,
Install,INSTL,,,,,,,
Installation,INSTL,,,,,,,
Installed,INSTL,,,,,,,
Installer,INSTL,,,,,,,
Installment,INSTL,,,,,,,
Instance,INST,INST,,X,X,,An occurrence,
Instant,INST,INST,,X,X,,A moment in time,
Institute,INST,,,,,,,
Institution,INST,,,,,,,
Instock,INSTK,,,,,,,
Instruction,INSTR,INSTR,,X,,,,
Instructional,INSTR,,,,,,,
Instructions,INSTR,,,,,,,
Instructor,INSTR,,,,,,,
Instrument,INSTR,INSTR,,X,X,,"An instrument such as a financial instrument, measuring instrument etc.",
Instrumentation,INSTM,,,,,,,
Insulated,INSUL,,,,,,,
Insulating,INSUL,,,,,,,
Insulation,INSUL,,,,,,,
Insurance,INS,,,,,,,
Intangible,INTAN,,,,,,,
Integer,INTGR,,,,,,,
Integrate,INTG,INTG,,X,X,,"To join, make one",
Integrated,INTG,,,,,,,
Integration,INTG,INTG,,X,X,,Derivative of the verb.,
Integrator,INTG,,,,,,,
Inteior,INTOR,,,,,,,
Intelligence,INTEL,,,,,,,
Intend,INTND,,,,,,,
Intended,INTND,,,,,,,
Intent,INTNT,,,,,,,
Intentional,INTNTL,INTNTL,,X,X,,"Derivative of Intention. For example, intentional backorders.",
Inter,INTER,,,,,,,
Interaction,ITATN,,,,,,,
Interactive,ITATV,,,,,,,
Interchange,ITCHG,,,,,,,
Intercompany ,INTERCO,INTERCO,,X,X,,,3/19/2018
Intercontinental,ITCON,,,,,,,
Interest,INT,,,,,,,
Interface,INTFC,,,,,,,
Interfaces,INTFC,,,,,,,
Interfacing,INTFC,,,,,,,
Interfaith,ITFTH,,,,,,,
Interim,INTRM,,,,,,,
Interior,INTR,,,,,,,
Intermediate,INTER,,,,,,,
Internal,INT,INT,,X,X,,,
International,INTL,INTL,,X,X,,,
International Article Number,IAN,,,X,X,,,
International Standard Book Number,ISBN,,,X,X,,,
Internet,INET,INET,,X,X,,,
Internist,ITRNT,,,,,,,
Interpretation,INTRP,,,,,,,
Interpreter,INTRP,,,,,,,
Interstate,ITRST,,,,,,,
Interval,INTVL,,,,,,,
Interview,INTVW,,,,,,,
Interviewer,INTVW,,,,,,,
Into,INTO,,,,,,,
Intransit,INTRN,,,,,,,
intrest,INTREST,,,,,,,
Introduction,INTRO,,,,,,,
Invalid,INVLD,,,,,,,
Inventory,INVT,INVT,X,,,,,
Inventory Roll Forward,IRF,IRF,,X,X,,,
Inverse,INVER,,,,,,,
Inverte,INVRT,,,,,,,
Invest,INVST,INVST,,X,X,,The act of giving with an expectation of getting back much more.,
Invested,INVST,,,,,,,
Investigation,INVTG,,,,,,,
Investigations,INVTG,,,X,X,,Global Investigations Team,
Investigative,INVTG,,,,,,,
Investigator,INVTG,,,,,,,
Investment,INVST,,,,,,,
Investor,INVST,INVST,,X,X,,An individual or group that invests.,
Invitational,INVIT,,,,,,,
Invoice,INV,INV,X,,,,,
Invoiced,INV,INV,,X,,,,
Invoices,INVC,,,,,,,
Invoicing,INVC,,,,,,,
Iowa,IA,,,,,,,
Iron,IRON,,,,,,,
Ironwork,IRNWK,,,,,,,
Irrigation,IRGAT,,,,,,,
Island,ISL,,,,,,,
Islander,ISLR,,,,,,,
Islands,ISL,,,,,,,
Isolation,ISO,,,,,,,
Isotope,ISTP,,,,,,,
Issuance,ISSUN,,,,,,,
Issue,ISSUE,,,,,,,
Issued,ISSUD,,,,,,,
Issuer,ISSUR,,,,,,,
Issues,ISSUS,,,,,,,
ISSUING,ISSUG,,,,,,,
Italian,ITAL,,,,,,,
Item,ITEM,,,,,,,
Jailer,JLR,,,,,,,
Janitor,JANTR,,,,,,,
Janitorial,JANTR,,,,,,,
January,JAN,,,,,,,
Jcl,JCL,,,,,,,
Jeweler,JWLR,,,,,,,
Jewelry,JWLRY,,,,,,,
Jewish,JEW,,,,,,,
jewlery,JEWLERY,,,,,,,
Job,JOB,,,,,,,
Jobber,JOBR,,,,,,,
Jobs,JOB,,,,,,,
Joint,JNT,,,,,,,
Journal,JRNL,JRNL,,X,X,,Journal as in a log.,
Journalist,JRNLT,,,,,,,
Journey,JRNY,,,,,,,
Jubilee,JBL,,,,,,,
Judge,JDG,,,,,,,
Juice,JUICE,,,,,,,
Julian,JULIAN,,,,,,,
July,JUL,,,,,,,
Jumbo,JUMBO,,,,,,,
Junction,JCT,,,,,,,
Junctions,JCTS,,,,,,,
June,JUN,,,,,,,
Junior,JR,,,,,,,
Jurisdiction,JURIS,,,,,,,
Justice,JSTC,,,,,,,
Justification,JSTFN,,,,,,,
Justify,JSTF,,,,,,,
Juvenile,JVNL,,,,,,,
Kansas,KS,,,,,,,
Karate,KRT,,,,,,,
Kennel,KENL,,,,,,,
Kentucky,KY,,,,,,,
Kept,KEPT,,,,,,,
Key,KEY,,,X,X, ,"Key is similar to Identifier but should not be a classword.  Whether the Key is assigned by the source OLTP/operational systems or within the data warehousing environment during the ETL process,  use ID as classword.  E.g. CUST_SK_ID,  SALES_ORDER_KEY_ID",
Keyboard,KYBD,,,,,,,
keyed,KEY,,,,,,,
Keypoint,KYPT,,,,,,,
Keypunch,KYPCH,,,,,,,
Keypunched,KYPCH,,,,,,,
Keystone,KYSTN,,,,,,,
Keyword,KW,KW,,X,X, ,Use TXT as classword instead.  E.g. SRCH_KW_TXT,
Kickout,KKO,,,,,,,
Kid,KID,,,,,,,
Kiddie,KID,,,,,,,
Kilogram,KG,,,,,,,
Kiloliter,KL,,,,,,,
Kilometer,KM,,,,,,,
Kind,KIND,,,,,,,
Kindergarten,KGRTN,,,,,,,
Kingdom,KNGDM,,,,,,,
Kitchen,KIT,,,,,,,
Knight,KNGHT,,,,,,,
Knitted,KNTD,,,,,,,
Knitting,KNTG,,,,,,,
Kosher,KSHR,,,,,,,
Label,LBL,,,,,,,
Labor,LBR,,,,,,,
Laboratory,LAB,,,,,,,
Laborer,LBR,,,,,,,
Lacquer,LACQ,,,,,,,
Lading,LADG,,,,,,,
Laid,LAID,,,,,,,
Laminate,LMNT,,,,,,,
Laminating,LMNT,,,,,,,
Lance,LNC,,,,,,,
Land,LND,,,,,,,
Landfill,LNDFL,,,,,,,
Landmark,LDMRK,,,,,,,
Landscape,LDSCP,,,,,,,
Landscaping,LDSCP,,,,,,,
Language,LANG,LANG,,X,X,,Language used for communication.,
Lapse,LAPSE,,,,,,,
Lapsed,LAPSE,,,,,,,
Large,LG,LG,,X,X,,Large as in size.,
Laser,LZR,,,,,,,
Last,LAST,,,,,,,
Last Week,LW,LW,,X,X,,Previous calendar week,
Last year,LY,,,,,,,
Lasting,LSTG,,,,,,,
Late,LATE,,,,,,,
Latest,LAST,LAST,,X,X,,,
Lathing,LATHG,,,,,,,
Latitude,LAT,LAT,,X,X,,Latitude for a gepgraphic location,
Latter,LATR,,,,,,,
Launderer,LNDRR,,,,,,,
Laundromat,LNDRM,,,,,,,
Laundry,LNDRY,,,,,,,
Law,LAW,,,,,,,
Lawyer,LWYR,,,,,,,
Lay,LAY,,,,,,,
Layaway,LAYAWY,LAYAWY,,X,X,,Layaway system to purchase MDSE.,
Layer,LAYR,,,,,,,
Layout,LAYOT,,,,,,,
Lead,LD,,,,,,,
Leader,LDR,LDR,,X,X,,,
Leadership,LDR,LDR,,X,X,,Adjective of Leader.,
Leading,LDG,,,,,,,
League,LEAG,,,,,,,
Learn,LEARN,,,,,,,
Learning,LEARN,,,,,,,
Lease,LSE,,,,,,,
Leased,LSE,,,,,,,
Leasehold,LSEHD,,,,,,,
Leasing,LSEG,,,,,,,
Leather,LTHR,,,,,,,
Leave,LV,,,,,,,
Lecture,LECT,,,,,,,
Lecturer,LECTR,,,,,,,
Ledger,LDGR,,,,,,,
Left,LEFT,,,,,,,
Leftmost,LEFT,,,,,,,
Legal,LEG,,,,,,,
Legend,LEGND,,,,,,,
Legion,LGN,,,,,,,
Leisure,LSUR,,,,,,,
Lend,LEND,,,,,,,
Lender,LENDR,,,,,,,
Lending,LENDG,,,,,,,
Length,LEN,LEN,,X,X,,,
Lens,LENS,LENS,,X,X,,,
Less,LESS,,,,,,,
Lessee,LESSE,,,,,,,
Lessor,LESSR,,,,,,,
Letter,LTR,,,,,,,
Level,LVL,LVL,,X,X,,,
Levels,LVL,LVL,,X,X,,,
Lever,LVR,,,,,,,
Liability,LIAB,,,,,,,
Liaision,LIAS,,,,,,,
Liberty,LBRTY,,,,,,,
Librarian,LIBRN,,,,,,,
Library,LIBRY,,,,,,,
License,LIC,LIC,,X,X,,,
Licensed,LIC,,,,,,,
Licensing,LIC,LIC,,X,X,,,
Lieutenant,LT,,,,,,,
Life,LIFE,,,,,,,
Lift,LIFT,,,,,,,
Light,LT,,,,,,,
Lighter,LGHTR,,,,,,,
Lighting,LGHTG,,,,,,,
Limit,LIMIT,LIMIT,,X,X,,A threshold,
Limitation,LIMIT,,,,,,,
Limited,LTD,LTD,,X,X,,,
Limitless,LMTLS,,,,,,,
Limits,LMTS,,,,,,,
Limousine,LIMO,,,,,,,
Line,LINE,,,,,,,
Lineal,LINAL,,,,,,,
Linear,LINAR,,,,,,,
Linen,LIN,,,,,,,
Liner,LINER,,,,,,,
Lines,LINES,,,,,,,
Link,LINK,,,,,,,
Linked,LINKD,,,,,,,
Linoleum,LNLM,,,,,,,
Lion,LION,,,,,,,
Liquid,LQD,,,,,,,
Liquidated,LQDT,,,,,,,
liquidation,LQDTN,,,,,,,
Liquor,LQR,,,,,,,
List,LST,LST,,X,X,,A sequence of items or entries.,
Liter,LT,,,,,,,
Literal,LIT,,,,,,,
Literals,LIT,,,,,,,
Lithograph,LITHO,,,,,,,
Lithographer,LITHO,,,,,,,
Lithographic,LITHO,,,,,,,
Lithographing,LITHO,,,,,,,
Lithography,LITHO,,,,,,,
Lithology,LITHO,,,,,,,
Little,LTL,,,,,,,
Livery,LIVRY,,,,,,,
Livestock,LVSTK,,,,,,,
Living,LVNG,,,,,,,
Load,LOAD,,,,,,,
Loaded,LOAD,,,,,,,
Loader,LOADR,,,,,,,
Loading,LOADG,,,,,,,
Loadline,LDLN,,,,,,,
Loadsheet,LDSHT,,,,,,,
Loan,LOAN,,,,,,,
Loaned,LOAN,,,,,,,
Lobster,LBSTR,,,,,,,
Local,LCL,LOCAL,,X,X,,Locale specific,
Locale,LOCLE,,,,,,,
Locality,LOCLY,,,,,,,
Localized,LOCAL,LOCAL,,X,X,,Derivative of Local(e),
Location,LOC,LOCN,,X,X,,A physical location,
Locations,LOC,,,,,,,
Locator,LOC,LOC,,X,X,,,
Lock,LOCK,LOCK,,X,X,,To secure,
Lockbox,LCKBX,,,,,,,
Locker,LOCKR,LOCKR,,X,X,,A facility available for consumers to store their belongings securely. Also used for delivery etc.,
Locksmith,LCKSM,,,,,,,
Locomotive,LOCOM,,,,,,,
Lodge,LODGE,,,,,,,
Log,LOG,LOG,,X,X,,A chrolological entry of events such as a system log.,
Logging,LOG,,,,,,,
Logic,LOGC,,,,,,,
Logical,LOGICAL,LOGICAL,,X,X,,,
Logistic,LOGST,,,,,,,
Logistician,LOGTN,,,,,,,
Logistics,LGSTCS,LGSTCS,X,X,,,Logistics as a domain or qualifier.,
London,LONDN,,,,,,,
Long,LONG,LONG,,X,X,,Datatype,
Longitude,LONG,LONG,,X,X,,Longitude for a gepgraphic location,
Look,LOOK,,,,,,,
Lookup,LKP,LKP,,X,X,,,
Loop,LOOP,,,,,,,
Loss,LOSS,,,,,,,
Lost,LOST,,,,,,,
Lot,LOT,,,,,,,
Louisiana,LA,,,,,,,
Lounge,LOUNG,,,,,,,
Low,LOW,,,,,,,
Lower,LOW,,,,,,,
Lowest,LOW,LOW,,X,X,,,
Lowest Price Competitor,LPC,LPC,,X,X,,A competitor who has the lowest price for a given offer also available on Walmart.com,
Lube,LUBE,,,,,,,
Lubricant,LUBE,,,,,,,
Lubricants,LUBE,,,,,,,
Lubrication,LUBE,,,,,,,
Lucky,LCKY,,,,,,,
Luggage,LUG,,,,,,,
Lumber,LMBR,,,,,,,
Lump,LUMP,,,,,,,
Lutheran,LUTH,,,,,,,
Machine,MACH,,,,,,,
Machiner,MACHR,,,,,,,
Machinery,MACHY,,,,,,,
Machining,MACHG,,,,,,,
Machinist,MACHT,,,,,,,
Macro,MACRO,,,,,,,
Magazine,MAG,,,,,,,
Magic,MAGIC,,,,,,,
Magnetic,MGNTC,,,,,,,
Magneto,MGNTO,,,,,,,
Mail,MAIL,MAIL,,X,X,,,
Mailer,MAILR,,,,,,,
Mailing,MAIL,MAIL,,X,X,,Derivative form of the verb.,
Maine,ME,,,,,,,
Maintained,MAINT,,,,,,,
Maintenance,MAINT,,,,,,,
Majestic,MJSTC,,,,,,,
Major,MAJ,,,,,,,
Majority,MJRTY,,,,,,,
Make,MAKE,,,,,,,
Makeup,MAKUP,,,,,,,
Making,MAKG,,,,,,,
Male,MALE,,,,,,,
Man,MAN,,,,,,,
Manage,MGE,,,,,,,
Management,MGMT,,,,,,,
Manager,MGR,MGR,,X,X,,"Store manager, Dept. manager etc.",
Managerial,MGRL,,,,,,,
Managers,MGRS,,,,,,,
Managing,MGEG,,,,,,,
Mandatory,MNDTY,,,,,,,
Manhour,MNHR,,,,,,,
Manhours,MNHR,,,,,,,
Manifest,MNIFST,MNIFST,,X,X,,A list as in a software manifest or passenger manifest.,
Manipulator,MANIP,,,,,,,
Manmonth,MNMTH,,,,,,,
Manor,MANOR,,,,,,,
Manpower,MNPWR,,,,,,,
Manual,MANL,,,,,,,
Manufacture,MFG,,,,,,,
Manufacturer,MFR,MFR,,X,X,,,
Manufacturer Suggested Retail Price,MSRP,MSRP,,X,X,,,
Manufacturing,MFG,,,,,,,
Manugistics,MANU,MANU,X,X,,,Manugistics software for resource planning and supply-chain management,
Many,MANY,,,,,,,
Maple,MAPLE,,,,,,,
Mapping,MAP,,,,,,,
Marathon,MRTHN,,,,,,,
March,MAR,,,,,,,
Margin,MRGN,MRGN,,X,X,,an amount beyond what is actually needed.,
Marina,MARNA,,,,,,,
Marine,MARNE,,,,,,,
Marital,MRTL,MRTL,,X,X,,,
Maritime,MRTM,,,,,,,
Mark,MARK,,,,,,,
Markdown,MKDN,,,,,,,
Market,MARKET,MKT,,X,X,,,
Marketer,MKTR,,,,,,,
Marketing,MKTG,MKTG,X,X,,,Marketing as a domain or a derivative of the verb,
Marketplace,MP,MP,X,,,,,
Marking,MKG,,,,,,,
Markup,MKUP,,,,,,,
markup markdown,MUMD,,,,,,,
Markups,MKUP,,,,,,,
Marshall,MRSHL,,,,,,,
Maryland,MD,,,,,,,
Mask,MASK,,,,,,,
Mason,MSN,,,,,,,
Masonic,MSNC,,,,,,,
Masonry,MSNRY,,,,,,,
Massachusetts,MA,,,,,,,
Master,MASTER,MASTER,,X,X,,As in original or master source.,
Match,MATCH,MATCH,,X,X,,Compare,
Matching,MATCH,,,,,,,
Material,MATL,MATL,,X,X,,,
Materials,MTLS,,,,,,,
Maternity,MTRNY,,,,,,,
Matrix,MATRX,,,,,,,
Mattress,MATRS,,,,,,,
Mature,MATUR,,,,,,,
Matured,MATUR,,,,,,,
Maturity,MATUR,,,,,,,
Maximum,MAX,MAX,,X,,,,
Maximum Suggested Retail Price,MSRP,MSRP,,X,X,,,
May,MAY,,,,,,,
Mayor,MYR,,,,,,,
Meadow,MDWS,,,,,,,
Measure,MEAS,,,,,,,
Measured,MEAS,,,,,,,
Measurement,MEAS,,,,,,,
Mechanic,MECH,,,,,,,
Mechanical,MECHL,,,,,,,
Media,MEDIA,,,,,,,
Medical,MEDCL,,,,,,,
Medication,MEDTN,,,,,,,
Medicine,MEDCN,,,,,,,
Medispan,MDSPN,,,,,,,
Medium,MED,,,,,,,
Meet Beat,MB,MB,,X,X,,A metric used to measure if Walmart is meeting the market or beating it on pricing and shipping.,
Meeting,MTG,,,,,,,
Mellon,MELLN,,,,,,,
Member,MBR,MBR,,X,X,,,
Members,MBR,,,,,,,
Membership,MBRSHP,,,X,X,,,
Membrane,MBRNE,,,,,,,
Memo,MEMO,,,,,,,
Memorandum,MEMO,,,,,,,
Memorial,MEML,,,,,,,
Memory,MEM,,,,,,,
Men,MEN,,,,,,,
Mennonite,MENIT,,,,,,,
Mental,MENTL,,,,,,,
Menu,MENU,,,,,,,
Mercantile,MRCTL,,,,,,,
Merchandise,MDSE,,,,,,,
Merchandiser,MDSER,,,,,,,
Merchandising,MDSEG,,,,,,,
Merchandise Family Id,MDS_FAM_ID,,,,,,3/25/2020 added to resolve naming inconsistency issue,
Merchandize,MDSE,MDSE,,X,X,,Items that we sell to our customers.,
Merchant,BYR,BYR,X,,,,An individual in the WMT buyer organization.,
Mercury,MERC,,,,,,,
Merge,MERGE,,,,,,,
Merged,MERGD,,,,,,,
Meridian,MERDN,,,,,,,
Message,MSG,MSG,,X,,,,
Messages,MSG,MSG,,X,,,,
Metal,METL,,,,,,,
Metallizing,METLZ,,,,,,,
Metallurgical,METLG,,,,,,,
Metallurgist,METLG,,,,,,,
Metallurgy,METLG,,,,,,,
Metals,METLS,,,,,,,
Meter,METER,,,,,,,
Meterologist,MTRLG,,,,,,,
Method,MTHD,MTHD,,X,,,,
Methodist,METHT,,,,,,,
Metric,MTRC,MTRC,,X,X,,"A measured value.  Could also represent the ""metric"" scale of measurements.",
Metrics,MTRC,MTRC,,X,X,,"A group of measured values.  For example, bio metrics.",
Metro,METRO,,,,,,,
Metropolitan,METRO,,,,,,,
Metropolitan Statistical Area,MSA,MSA,,X,X,,"In the US, a geographical region with a relatively high population density at its core and close economic ties throughout the area.",
Mexican,MEX,,,,,,,
Michigan,MI,,,,,,,
Micor,MCR,,,,,,,
Microbiology,MCRBI,,,,,,,
Microcomputer,MCRCP,,,,,,,
Microfiche,MCRFH,,,,,,,
Microwave,MCRWV,,,,,,,
Middle,MID,,,,,,,
Midland,MDLND,,,,,,,
Midshipman,MDSMN,,,,,,,
Midtown,MDTWN,,,,,,,
Midway,MDWY,,,,,,,
Midwest,MDWST,,,,,,,
Midwestern,MDWTN,,,,,,,
Mile,MI,MILE,,X,X,,,
Mileage,MILE,MILE,,X,X,,A derivate form of MILE.,
Miles,MILE,MILE,,X,X,,A unit of measuring distance,
Milestone,MLSTN,,,,,,,
Milestones,MLSTN,,,,,,,
Military,MLTRY,,,,,,,
Milligram,MG,,,,,,,
Milliliter,ML,,,,,,,
Millimeter,MM,,,,,,,
Milling,MIL,,,,,,,
Millisecond,MSEC,,,,,,,
Millwork,MLWRK,,,,,,,
Mineral,MNRL,,,,,,,
Miniature,MINI,,,,,,,
Minimum,MIN,MIN,,X,X,,,
Minimum Advertised Price,MAP,MAP,,X,X,,Minimum Advertised Price is visible only after the item is added to the shopping cart.,
Mining,MINE,,,,,,,
Miniscule,MNSCL,,,,,,,
Minister,MNSTR,,,,,,,
Ministry,MNSTY,,,,,,,
Minnesota,MN,,,,,,,
Minor,MINOR,,,,,,,
Minority,MINRT,,,,,,,
Minus,MINUS,,,,,,,
Minute,MIN,,,,,,,
Minutes,MIN,,,,,,,
Mirror,MIR,,,,,,,
Miscellaneous,MISC,MISC,,X,X,,Objects of various types or different sources,
Mismatch,MSMTCH,MSMTCH,,X,,,,
Missile,MISLE,,,,,,,
Missing,MISG,,,,,,,
Mission,MSSN,,,,,,,
Missionary,MSSNY,,,,,,,
Mississippi,MS,,,,,,,
Missouri,MO,,,,,,,
Mister,MR,,,,,,,
Mixed,MIXD,,,,,,,
Mixing,MIX,,,,,,,
Mobile,MBL,,,,,,,
Moccasin,MOC,,,,,,,
Mode,MODE,,,,,,,
Model,MODL,MODL,,X,X,,A precast object,
Modern,MODRN,,,,,,,
Modifiable,MODIF,,,,,,,
Modification,MODFD,MODFD,,X,X,,Derivatie form of modify,
Modified,MODFD,MODFD,,X,X,,,
Modular,MODLR,,,,,,,
Module,MODL,MODL,,X,X,,A precast object,
Molded,MLD,,,,,,,
Molding,MLDG,,,,,,,
Molecular,MOLEC,,,,,,,
Monastery,MNAST,,,,,,,
Monday,MON,,,,,,,
Monetary,MNY,,,,,,,
Money,MNY,,,,,,,
Monitoring,MONTR,,,,,,,
Monogram,MNGRM,,,,,,,
Montana,MT,,,,,,,
Month,MTH,,,,,,,
Month To Date,MTD,MTD,,X,X,,Units measured for the current month till date,
Monthly,MTHLY,MTHLY,,X,X,,Measure by month/ per month.,
Months,MTH,,,,,,,
Monument,MNUMT,,,,,,,
Moose,MOOSE,,,,,,,
Mortgage,MORTG,MORTG,,X,X,,,
Mosaic,MOSC,,,,,,,
Most,MOST,,,,,,,
Motel,MOTEL,,,,,,,
Mother,MTHR,,,,,,,
Motion,MOTN,,,,,,,
Motor,MTR,,,,,,,
Motorcycle,MCYCL,,,,,,,
Moulding,MLDG,,,,,,,
Mount,MT,,,,,,,
Mountain,MTN,,,,,,,
Move,MOVE,MOVE,,X,X,,,
Moved,MVD,,,,,,,
Movement,MVMT,MVMT,,X,X,,Movement from one point to another,
Mover,MVR,,,,,,,
Movie,MOVIE,,,,,,,
Moving,MVG,,,,,,,
Mower,MWR,,,,,,,
Muffler,MUFLR,,,,,,,
Multiple,MULT,MULT,,X,X,,,
Multiplex,MPLEX,,,,,,,
Municipal,MNCPL,,,,,,,
Municipality,MNCPL,,,,,,,
Museum,MUS,,,,,,,
Music,MUSIC,MUSIC,,X,X,,Music as in a pleasant sound as opposed to noise :),
Musical,MUSIC,,,,,,,
Mutual,MUTL,,,,,,,
Mystic,MYSTC,,,,,,,
Name,NM,NM,,,,X,A word or phrase that constitutes the distinctive designation of a person or thing.,
Narrative,NARR,,,,,,,
Nation,NAT,,,,,,,
National,NATL,NATL,,X,X,,,
Nationality,NATL,,,X,X,,,
Nationwide,NATWD,,,,,,,
Native,NATV,,,,,,,
Natural,NATRL,,,,,,,
Naturally,NATRL,,,,,,,
Nautical,NTCL,,,,,,,
Naval,NVL,,,,,,,
Navigation,NAV,NAV,,X,X,,,
Nazarene,NAZ,,,,,,,
Nebraska,NE,,,,,,,
Necessity,NEC,,,,,,,
Need,NEED,,,,,,,
Negative,NEG,NEG,,X,X,,,
Negotiate,NEGOT,NEGOT,,X,X,,,
Negotiation,NEGOT,NEGOT,,X,X,,,
Neighbor,NBR,NBR,,X,X,,Adjacent entity in the same community of objects,
Neighborhood,NBH,NBH,,X,X,,The area surrounding an entity where is neighbors exist.,
Neighborhood Market,NHM,NHM,,X,X,,,
Net Promoter Score,NPS,NPS,,X,X,,Measurement of loyalty of customers,
Network,NET,NET,,X,X,,"Network as in computer engineering, communication networks etc.",
Networking,NET,,,,,,,
Neurobiology,NROBI,,,,,,,
Neurologist,NROLG,,,,,,,
Neurology,NROGY,,,,,,,
Nevada,NV,,,,,,,
New,NEW,,,,,,,
Newspaper,NWPPR,,,,,,,
Next,NXT,,,,,,,
Nineth,9TH,,,,,,,
no,NO,,,,,,,
Node,NODE,,,,,,,
Non,NON,,,,,,,
Non Exempted,NEXMPT,,,X,X,,,
Noncommissioned,NC,,,,,,,
Nonferrous,NFER,,,,,,,
Nontaxable,NTAXB,,,,,,,
Normal,NORM,,,,,,,
Normalization,NORM,,,,,,,
Normalized,NORM,,,,,,,
North,N,,,,,,,
Northern,NTHRN,,,,,,,
Northside,NSIDE,,,,,,,
Northwestern,NWTN,,,,,,,
Not,NOT,,,,,,,
Note,NOTE,NOTE,,,,,,
Notes,NOTE,NOTES,,X,X,,Notes,
Notice,NOTCE,,,,,,,
Notification,NOTIF,NOTE,,X,X,,Noun for the verb notify,
Notify,NOTIF,NOTIF,,X,X,,The process of sending a message to inform someone or some System.,
Notion,NOTN,,,,,,,
Noun,NOUN,,,,,,,
Nouns,NOUNS,,,,,,,
Novelty,NOVLT,,,,,,,
November,NOV,,,,,,,
Nuclear,NUC,,,,,,,
Nucleus,NUCLS,,,,,,,
Null,NULL,,,,,,,
